79.1308 180.085 96.0485
209.298 187.09 148.919
213.209 63.8781 37.0173
167.646 200.174 115.967
115.138 149.848 132.964
193.894 170.243 37.9618
96.3778 145.994 9.03977
150.028 219.13 14.0216
35.39 88.1484 94.0471
161.624 104.12 143.034
200.297 229.742 116.996
125.871 24.9952 189.112
212.015 176.129 45.0099
14.9293 211.207 46.0151
82.0729 202.188 159.982
39.1888 20.9541 138.973
249.177 156.74 168.019
233.213 70.1127 20.0165
239.238 97.9437 97.9863
120.523 169.686 157.95
74.4095 132.992 107.072
37.9024 176.83 62.9865
102.713 36.0724 107.994
37.9316 109.961 31.0412
235.026 234.885 86.9735
248.251 207.856 190.95
10.7593 213.97 91.9508
142.735 47.0065 46.9982
153.258 122.765 143.005
216.265 95.7752 236.003
94.2663 145.189 122.983
107.779 209.194 144.073
129.869 119.157 183.042
122.979 47.5351 178.159
186.941 215.013 101.014
85.0219 221.702 141.97
54.1828 45.9113 57.9759
116.05 53.1475 105.024
182.326 227.039 109.046
199.771 194.03 42.0457
69.8503 57.9563 225.969
165.013 40.3664 153.011
226.125 26.7844 7.01873
216.657 136.026 9.0423
126.757 226.038 11.0396
183.529 227.094 23.052
103.174 100.009 9.06953
201.799 147.213 26.0368
43.888 106.924 93.0132
203.228 121.038 33.0195
84.1235 89.0348 227.981
87.0935 225.974 118.019
185.015 236.005 50.9796
41.0743 194.798 38.0095
127.883 216.072 125.027
172.153 75.2067 172.992
142.963 49.051 22.0352
146.782 93.9011 51.0683
112.793 244.97 106.923
163.284 134.848 87.9776
199.949 78.7976 176.006
204.06 55.1048 155.002
96.3564 238.015 204.002
62.2373 126.861 181.972
175.659 194.07 68.956
42.8237 31.8599 201.034
132.792 13.8805 10.01
198.035 105.959 185.969
94.1282 67.8885 228.999
233.464 90.9813 147.982
109.868 188.22 170.047
88.1058 14.7516 62.0307
55.7491 85.3271 154.013
47.8004 156.903 127.997
93.1046 94.9389 103.989
90.2685 126.905 190.972
97.8274 198.887 69.0306
202.108 185.011 12.9676
219.159 83.7966 186.008
101.326 131.203 94.008
42.8765 137.853 170.99
139.859 168.185 129.973
238.111 59.0801 180.03
207.088 229.108 239.979
38.2757 242.005 39.0407
186.983 218.108 204.006
134.322 221.086 64.002
225.816 45.8548 172.956
83.006 210.198 95.9669
165.099 226.94 196.054
52.2896 174.012 33.9636
137.077 106.751 149
183.258 120.904 74.9723
237.788 77.8465 191.949
246.884 212.789 36.9886
131.727 69.2701 183.011
245.52 191.169 6.95721
162.143 45.2947 94.9829
169.974 83.6843 205.975
164.008 87.1249 33.9688
136.989 136.899 79.9982
173.684 178.001 48.0229
216.994 217.997 118.984
83.8661 25.9223 155.011
150.172 72.9775 118.001
43.8154 183.184 176.011
54.2491 155.804 151.976
120.365 27.841 207.156
117.791 200.192 9.00741
86.2916 162.166 74.0076
19.6147 232.869 30.9592
145.758 189.01 122.017
89.2333 202.757 124.985
169.761 109.877 103.982
148.313 157.973 22.0029
186.859 45.9704 239.944
28.7853 160.069 103.015
162.895 129.112 74.9125
28.9571 137.852 36.9753
117.766 232.883 81.9692
32.1915 154.214 176.015
75.1915 40.0273 27.9481
56.8106 175.073 103.021
226.835 215.819 10.9956
159.285 207.003 59.9925
208.266 202.308 9.05049
108.123 228.22 126.998
24.9378 236.145 223.08
162.124 226.173 208.995
29.0835 102.846 144.015
117.523 146.043 88.0169
61.0775 150.099 7.08921
153.093 27.9305 247.944
44.204 159.694 12.9875
52.0369 131.823 13.0539
238.353 160.001 137.004
202.885 56.2338 188.031
219.137 167.925 136.984
53.0747 132.121 237.915
50.7837 108.107 134.969
115.906 55.7388 121.006
240.114 165.086 106.985
165.949 149.78 191.05
121.224 124.669 86.984
184.176 138.913 184.982
246.154 148.82 88.0227
58.9121 63.0505 178.955
207.184 32.8922 83.0806
164.589 202.068 201.039
183.223 119.282 184.994
18.1359 117.056 36.9358
74.0767 225.006 9.01103
71.0031 85.9781 95.9958
90.6245 216.038 212.984
92.0646 221.214 161.036
174.94 240.039 162.948
236.319 196.103 55.9832
93.279 237.188 190.988
60.3346 218.057 96.9767
187.199 199.96 8.99885
13.0136 95.6348 31.9219
240.028 23.1442 152.98
20.2718 189.89 47.9774
28.6037 170.831 25.0068
20.0747 56.1176 66.9683
33.8328 43.9872 48.9465
105.913 182.822 108.018
51.063 156.1 139.976
37.204 246.145 191.034
106.068 246.86 225.072
90.0694 217.958 202.069
13.8053 34.0685 49.0167
11.1107 161.004 32.984
221.637 187.883 12.9096
130.884 234.931 171.013
108.776 52.1777 207.008
137.386 174.135 203.063
54.6888 128.786 126.98
115.966 181.19 21.9894
165.132 110.279 32.1158
108.776 201.97 244.043
48.1552 91.2781 247.972
57.9304 208.814 25.9577
87.9955 47.76 223.004
60.6665 225.153 248.038
102.921 34.9464 186.022
199.216 102.955 225.883
134.809 49.082 207.991
194.96 26.0379 245.979
96.8123 76.9415 44.9955
59.7677 195.128 97.0356
17.0877 173.079 70.0477
41.0701 84.7829 49.927
221.851 247.264 138.026
118.77 125.808 230.024
108.64 36.0683 14.9213
218.976 72.8695 229.014
59.9327 179.801 68.9696
126.048 242.943 224.014
197.83 187.014 66.9394
63.9024 170.325 125.002
134.749 147.848 123
214.927 226.243 140.996
59.1541 244.805 102.998
46.8802 126.197 87.9757
171.118 72.2485 8.90091
118.381 224.033 36.0445
194.824 46.221 34.973
8.25242 91.0662 206.001
23.0101 109.131 218.989
38.8911 196.902 141.963
110.31 12.8983 110.991
126.297 196.849 115.975
132.992 210.815 165.003
234.942 89.8255 116.97
67.8566 216.088 212.021
247.13 246.279 175.982
105.175 166.925 28.0315
163.306 156.955 51.0348
166.237 81.1681 133.012
63.1504 116.949 68.952
72.8571 31.1351 65.0088
189.128 221.07 243.937
132.927 65.8316 10.0028
75.7206 43.7623 180.015
233.482 232.28 128.975
239.06 141.791 188.053
117.705 135.191 15.0072
40.8941 62.8596 55.0864
200.642 205.108 182.039
88.6878 207.128 246.028
214.237 88.1283 134.009
75.9027 59.7734 31.9804
88.7475 47.925 232.98
47.1791 142.945 63.0528
145.632 208.019 110.956
72.1675 80.0868 40.9573
81.4221 202.968 24.911
238.927 190.906 220.899
29.0813 41.0185 175.045
142.158 198.102 65.0263
202.091 154.878 53.0467
242.16 236.807 49.0262
203.214 55.8855 174.022
136.878 171.917 217.981
77.012 181.787 143.947
234.285 214.087 121.948
215.92 157.963 77.9859
159.911 146.845 128.95
213.017 14.2395 188.925
137.764 170.008 228.971
21.075 22.1935 187.927
198.751 167.877 246.084
91.6933 57.1126 52.9468
213.73 210.019 124.058
31.3295 156.016 61.0425
101.931 124.015 16.9227
178.406 197.174 52.028
163.633 243.806 203.123
148.274 160.81 188.928
213.19 31.1647 32.0589
169.427 58.9033 145.985
141.803 42.2393 108.973
94.6334 243.965 132.997
58.7991 8.85605 140.989
190.737 79.1841 9.05366
142.257 168.002 148.977
31.2129 6.77563 38.8852
37.0746 78.2906 158.971
168.526 146.069 221.967
107.519 145.004 211.052
65.934 19.1031 14.9786
20.222 67.7182 136.005
184.66 198.244 213.109
201.277 236.057 76.0437
179.705 68.8456 226.953
12.0119 88.0217 156.979
83.1965 161.799 118.025
184.355 161.223 186.033
101.153 210.709 34.0434
35.1967 120.009 243.97
151.322 140.263 40.0362
232.317 171.986 199.987
62.0709 150.756 100.929
46.8651 208.175 116.021
